qid,question,gold,pred,scorex,scorey
"57106185b654c5140001f8dd","What Swiss city was the center of the Calvinist movement?","Geneva","Geneva",1.000000,1.000000
"57106185b654c5140001f8de","What name was given to the plot to usurp power from the French House of Guise?","Amboise plot","Amboise",1.000000,1.000000
"57106185b654c5140001f8df","When did this attempt take place?","1560","1560",1.000000,1.000000
"5ad241c7d7d075001a428978","In what year was Swiss politician Besancon Hugues born?","","1532",0.000000,0.000000
"5ad241c7d7d075001a428979","What does Huisgenoten translate to in French?","","housemates",0.000000,0.000000
"5ad241c7d7d075001a42897a","Which city was John Calvin born in?","","Geneva",0.000000,0.000000
"5ad241c7d7d075001a42897b","What religion was John Calvin?","","Catholic",0.000000,0.000000
"5ad241c7d7d075001a42897c","In what year did the House of Guise gain influence?","","1560",0.000000,0.000000
"57106644b654c5140001f8e5","What helped spread Protestantism in France?","availability of the Bible in vernacular languages","The availability of the Bible in vernacular languages",1.000000,1.000000
"57106644b654c5140001f8e6","When did the first French language bible appear?","Around 1294","1294",1.000000,1.000000
"57106644b654c5140001f8e7","Who translated this version of the scriptures?","Guyard de Moulin","Guyard de Moulin",1.000000,1.000000
"57106644b654c5140001f8e8","An illustrated, paraphrased version of this appeared when?","1487","1487",1.000000,1.000000
"57106644b654c5140001f8e9","Jean De Rely's illustrated French-language scriptures were first published in what city?","Paris","Paris",1.000000,1.000000
"5ad243abd7d075001a428a10","In what year did the Protestant Reformation arrive in France?","","1294",0.000000,0.000000
"5ad243abd7d075001a428a11","In what country did the Protestant Reformation get its start?","","France",0.000000,0.000000
"5ad243abd7d075001a428a12","In what year did the Reformed church of France get established?","","1294",0.000000,0.000000
"5ad243abd7d075001a428a13","Where was the Roman Catholic Priest Guyard de Moulin from?","","France",0.000000,0.000000
"5ad243abd7d075001a428a14","Where was Jean de Rely from?","","Paris",0.000000,0.000000
"57106d2fb654c5140001f8ef","What were the towns granted to the Huguenots in 1598 collectively called?","villes de sûreté","villes de sûreté",1.000000,1.000000
"57106d2fb654c5140001f8f0","What was the most important of these cities or towns?","Montpellier","Montpellier",1.000000,1.000000
"57106d2fb654c5140001f8f1","France laid siege to Montpellier in what year?","1622","1622",1.000000,1.000000
"57106d2fb654c5140001f8f2","What proclamation officially ended limited Huguenot autonomy?","Edict of Alès","Edict of Alès",1.000000,1.000000
"57106d2fb654c5140001f8f3","When was this proclamation issued?","1629","1598",0.000000,0.000000
"5ad24a2ad7d075001a428bb8","What was the result in Montpellier of the Edict of Ales in 1629?","","Protestant rule was dead and the ville de sûreté was no more",0.000000,0.000000
"5ad24a2ad7d075001a428bb9","What does "villes de surete" translate to in English?","","Montpellier",0.000000,0.000000
"5ad24a2ad7d075001a428bba","How many miles is Montpellier from Paris?","","66",0.000000,0.000000
"5ad24a2ad7d075001a428bbb","In what year did Protestant rule in Montpellier effectively collapse?","","1629",0.000000,0.000000
"5ad24a2ad7d075001a428bbc","In what year was a royal citadel built by Catholics in Montpellier?","","1629",0.000000,0.000000
"571077ecb654c5140001f909","Where did the first Huguenot colonists settle?","at the Cape of Good Hope","Cape of Good Hope",1.000000,1.000000
"571077ecb654c5140001f90a","What modern city is located on the original Huguenot colony?","Cape Town","Cape Town",1.000000,1.000000
"571077ecb654c5140001f90b","Who was the first Huguenot to arrive at the Cape of Good Hope?","Maria de la Queillerie","Maria de la Queillerie",1.000000,1.000000
"571077ecb654c5140001f90c","What trading company helped settle Huguenots near the Cape?","Dutch East India Company","Dutch East India Company",1.000000,1.000000
"571077ecb654c5140001f90d","The number of new Huguenot colonists declined after what year?","1700","1700",1.000000,1.000000
"5ad25b9ed7d075001a428e6e","In what year was Francois Villion born?","","Viljoen",0.000000,0.000000
"5ad25b9ed7d075001a428e6f","What was Maria de la Quellerie's fathers name?","","commander Jan van Riebeeck",0.000000,0.000000
"5ad25b9ed7d075001a428e70","How many ships with Hugeunot's aboard had sailed to Cape of Good Hope in 1671?","","seven",0.000000,0.000000
"5ad25b9ed7d075001a428e71","What city was Jan van Riebeeck from?","","Cape Town",0.000000,0.000000
"5ad25b9ed7d075001a428e72","What did Jan van Riebeeck's father do for a living?","","a Walloon church minister",0.000000,0.000000
"57107932a58dae1900cd69ca","When did Huguenots colonize in North America?","1624","1624",1.000000,1.000000
"57107932a58dae1900cd69cb","Who led the North American Huguenot colonial expedition?","Jessé de Forest","Jessé de Forest",1.000000,1.000000
"57107932a58dae1900cd69cc","What was the name of the first Huguenot church in the New World?","L'Église française à la Nouvelle-Amsterdam","L'Eglise du Saint-Esprit",0.000000,0.000000
"57107932a58dae1900cd69cd","By what name is that first Huguenot church known today?","L'Eglise du Saint-Esprit","L'Eglise du Saint-Esprit",1.000000,1.000000
"57107932a58dae1900cd69ce","The Huguenots were the first Europeans to live in what modern New York borough?","Brooklyn","Bushwick",0.000000,0.000000
"5ad25e99d7d075001a428f2e","In what part of the now US was New France?","","Brooklyn",0.000000,0.000000
"5ad25e99d7d075001a428f2f","In what year did the Boschwick neighborhood officially change its name to Bushwick?","","1628",0.000000,0.000000
"5ad25e99d7d075001a428f30","Where did Jesse de Forest sale from to arrive in North America?","","New France",0.000000,0.000000
"5ad25e99d7d075001a428f31","Besides Nova Scotia what was another British colony in North America?","","New Netherland",0.000000,0.000000
"5ad25e99d7d075001a428f32","In what year did New Netherland split into New York and New Jersey?","","1624",0.000000,0.000000
"57107a3ea58dae1900cd69de","What southern city did the Huguenots settle near?","Charleston, South Carolina","Charleston",1.000000,1.000000
"57107a3ea58dae1900cd69df","Where in South Carolina did Huguenot nobility settle?","the Charleston Orange district","Charleston",0.000000,0.500000
"57107a3ea58dae1900cd69e0","When did the Huguenots secure the right to own land in the Baronies?","1697","1697",1.000000,1.000000
"57107a3ea58dae1900cd69e1","From whom did the Huguenots in South Carolina purchase land from?","the British Landgrave Edmund Bellinger","Edmund Bellinger",1.000000,1.000000
"57107a3ea58dae1900cd69e2","Charleston settler Elie Prioleau was from what French town?","Pons","Pons",1.000000,1.000000
"5ad263d9d7d075001a429122","What French city was Alexander Pepin originally from?","","Dieppe France",0.000000,0.000000
"5ad263d9d7d075001a429123","What English city was Edmund Bellinger from?","","British",0.000000,0.000000
"5ad263d9d7d075001a429124","In what year did Rev. Elie Prioleau become the pastor of the first Huguenot church in Charleston, South Carolina?","","1685",0.000000,0.000000
"5ad263d9d7d075001a429125","In what year did Edmund Bohun of the Humphrey de Bohun line of French royalty move to North America?","","1685",0.000000,0.000000
"5ad263d9d7d075001a429126","In what year was Charleston, North Carolina founded?","","1685",0.000000,0.000000
"57107c24a58dae1900cd69e8","Who was Louis XIV's main rival?","William III of Orange","William III of Orange",1.000000,1.000000
"57107c24a58dae1900cd69e9","William would eventually gain what throne?","King of England","King of England",1.000000,1.000000
"57107c24a58dae1900cd69ea","What coalition rose up to oppose Louis XIV's France?","League of Augsburg","League of Augsburg",1.000000,1.000000
"57107c24a58dae1900cd69eb","With what European country did the Huguenots feel kinship for emigration to?","Dutch Republic","Dutch Republic",1.000000,1.000000
"57107c24a58dae1900cd69ec","When did France and the Dutch fight in the 17th century?","1672","1672",1.000000,1.000000
"5ad267dbd7d075001a42923e","In what year did William III become King of England?","","1672",0.000000,0.000000
"5ad267dbd7d075001a42923f","What language did William III primarily speak?","","French",0.000000,0.000000
"5ad267dbd7d075001a429240","What did most people in the League of Augsburg speak as their first language?","","French",0.000000,0.000000
"5ad267dbd7d075001a429241","In what year did King Louis XIV of France take the throne?","","1672",0.000000,0.000000
"57107d73b654c5140001f91d","What proclamation abolished protestantism in France?","Edict of Fontainebleau","Edict of Fontainebleau",1.000000,1.000000
"57107d73b654c5140001f91e","When was this edict declared?","1685","1685",1.000000,1.000000
"57107d73b654c5140001f91f","Which French kind issued this declaration?","Louis XIV","Louis XIV",1.000000,1.000000
"57107d73b654c5140001f920","How many Huguenots fled France by the 1700s?","500,000","500,000",1.000000,1.000000
"5ad24056d7d075001a42892c","In what decade did Louis XIV start his reign?","","1685",0.000000,0.000000
"5ad24057d7d075001a42892e","How many Huguenots were there in France in 1685?","","500,000",0.000000,0.000000
"5ad24057d7d075001a42892f","Who had issued the Edict of Nantes?","","Louis XIV",0.000000,0.000000
"5ad24057d7d075001a428930","How many Huguenots were in France in the early 18th century?","","500,000",0.000000,0.000000
"57107e6ca58dae1900cd69f2","What group specifically opposed the Huguenots?","Catholic Church in France","The Catholic Church in France",1.000000,1.000000
"57107e6ca58dae1900cd69f3","What event was the worst example of Huguenot persecution?","St. Bartholomew's Day massacre","St. Bartholomew's Day massacre",1.000000,1.000000
"57107e6ca58dae1900cd69f4","How many Huguenots were killed during this purge?","5,000 to 30,000","5,000 to 30,000",1.000000,1.000000
"57107e6ca58dae1900cd69f5","How did the Huguenots defend themselves?","their own militia","had their own militia",0.000000,0.888889
"57107e6ca58dae1900cd69f6","What was a non-religious reason for the massacre?","some of the Huguenots were nobles trying to establish separate centers of power in southern France","some of the Huguenots were nobles trying to establish separate centers of power in southern France",1.000000,1.000000
"5ad2454cd7d075001a428a92","How many French Catholics died during the Bartholomew's Day massacre?","","5,000 to 30,000",0.000000,0.000000
"5ad2454cd7d075001a428a93","How many French nobles were Huguenots?","","5,000 to 30,000",0.000000,0.000000
"5ad2454cd7d075001a428a94","How many French Catholics died after the Huguenots retaliated?","","5,000 to 30,000",0.000000,0.000000
"5ad2454cd7d075001a428a95","How many Huguenots were there in Northern France during this time?","","5,000 to 30,000",0.000000,0.000000
"57108073b654c5140001f925","What were the civil wars caused by the Huguenots called?","Huguenot rebellions","Huguenot rebellions",1.000000,1.000000
"57108073b654c5140001f926","Where did these uprisings take place?","southwestern France","southwestern France",1.000000,1.000000
"57108073b654c5140001f927","When did these rebellions take place?","between 1621 and 1629","between 1621 and 1629",1.000000,1.000000
"57108073b654c5140001f928","What King and former Huguenot looked out for the welfare of the group?","Henry IV","Henry IV",1.000000,1.000000
"57108073b654c5140001f929","Which successor to Henry resumed persecution of the Huguenots?","Louis XIII","Louis XIII",1.000000,1.000000
"5ad24b60d7d075001a428be4","When was the second Huguenot rebellion?","","1629",0.000000,0.000000
"5ad24b60d7d075001a428be5","In what year was Louis XIII crowned?","","successor",0.000000,0.000000
"5ad24b60d7d075001a428be6","What nationality was Louis XIII originally?","","Italian",0.000000,0.000000
"5ad24b60d7d075001a428be7","What was one of the nationalities that the Huguenots established diplomatic contacts with?","","foreign powers",0.000000,0.000000
"5ad24b60d7d075001a428be8","What religion were most Italians during the 1620s?","","Catholic",0.000000,0.000000
"57108198b654c5140001f937","How many protestants live in France today?","one million","Approximately one million",1.000000,1.000000
"57108198b654c5140001f938","What percentage of France's population is protestant today?","2%","2%",1.000000,1.000000
"57108198b654c5140001f939","What northern province in France has a large protestant population?","Alsace","Alsace",1.000000,1.000000
"57108198b654c5140001f93a","What is the southern region where protestants are concentrated?","Cévennes","Cévennes mountain region",1.000000,1.000000
"57108198b654c5140001f93b","What country currently has a group who call themselves Huguenots?","Australia","France",0.000000,0.000000
"5ad25878d7d075001a428dc6","How many regard themselves as Huguenots today outside of France?","","A diaspora of French Australians still considers itself Huguenot, even after centuries of exile",0.000000,0.000000
"5ad25878d7d075001a428dc7","How many people live in the Alsace region of France?","","Most are concentrated in Alsace in northeast France",0.000000,0.000000
"5ad25878d7d075001a428dc8","Where are there the fewest Protestants in France?","","Alsace",0.000000,0.000000
"5ad25878d7d075001a428dc9","What percentage of people in Australia regard themselves as Huguenots?","","2%",0.000000,0.000000
"5ad25878d7d075001a428dca"," How many Protestants are there in the Cevennes mountain region?","","south",0.000000,0.000000
"57108c95b654c5140001f979","What city north of New York was settled by Huguenots?","New Rochelle","New Rochelle",1.000000,1.000000
"57108c95b654c5140001f97a","What town in upstate New York was settled by Huguenots?","New Paltz","New Paltz",1.000000,1.000000
"57108c95b654c5140001f97b","What Huguenot area is designated as a historical landmark?",""Huguenot Street Historic District" in New Paltz","Huguenot Street Historic District",1.000000,1.000000
"57108c95b654c5140001f97c","What is located within this district?","the oldest street in the United States of America","Huguenot Street Historic District",0.000000,0.181818
"57108c95b654c5140001f97d","In what borough is there a neighborhood called Huguenot?","Staten Island","Staten Island",1.000000,1.000000
"5ad25f29d7d075001a428f60","How far is New Paltz from New York?","","21 miles",0.000000,0.000000
"5ad25f29d7d075001a428f61","How far is New Rochelle from New Paltz?","","21 miles",0.000000,0.000000
"5ad25f29d7d075001a428f62","How long is the south shore of Staten Island?","","21",0.000000,0.000000
"5ad25f29d7d075001a428f63","Where did most of the Huguenots decide to live?","","south shore of Staten Island",0.000000,0.000000
"5ad25f29d7d075001a428f64","Where did the fewest Huguenots stay?","","south shore of Staten Island",0.000000,0.000000
"57108d69b654c5140001f983","What country initially received the largest number of Huguenot refugees?","the Dutch Republic","Dutch Republic",1.000000,1.000000
"57108d69b654c5140001f984","How many refugees emigrated to the Dutch Republic?","an estimated total of 75,000 to 100,000 people","75,000 to 100,000",1.000000,1.000000
"57108d69b654c5140001f985","What was the population of the Dutch Republic before this emigration?","ca. 2 million","ca. 2 million",1.000000,1.000000
"57108d69b654c5140001f986","What two areas in the Republic were first to grant rights to the Huguenots?","Amsterdam and the area of West Frisia","Amsterdam and the area of West Frisia",1.000000,1.000000
"57108d69b654c5140001f987","What declaration predicated the emigration of Huguenot refugees?","the revocation of the Edict of Nantes","Edict of Nantes",1.000000,1.000000
"5ad268cbd7d075001a429292","How many Huguenots lived in West Frisia in 1705?","","2 million",0.000000,0.000000
"5ad268cbd7d075001a429293","How many Huguenots lived in Amsterdam in 1705?","","25%",0.000000,0.000000
"5ad268cbd7d075001a429294","In what year was the Edict of Nantes revoked?","","1715",0.000000,0.000000
"5ad268cbd7d075001a429295","How many clergymen were there in the Dutch Republic before the influx of Huguenots?","","200",0.000000,0.000000
"5ad268cbd7d075001a429296","In what country is the Cevennes?","","Dutch",0.000000,0.000000
"57108ee6a58dae1900cd6a1a","Where was the Gate of King Hugo?","Tours","Huguon",0.000000,0.000000
"57108ee6a58dae1900cd6a1b","By what other name was the Gate known?","Huguon","Huguon",1.000000,1.000000
"57108ee6a58dae1900cd6a1c","Who allegedly haunted the gate?","the ghost of le roi Huguet","le roi Huguet",0.000000,0.750000
"57108ee6a58dae1900cd6a1d","By what name were the "supposedly reformed" known?","prétendus réformés","prétendus réformés",1.000000,1.000000
"57108ee6a58dae1900cd6a1e","What time of day did these reformed supposedly gather to engage in Huguenot rituals?","night","night",1.000000,1.000000
"5ad24319d7d075001a4289cc","In what year was Huguon built?","","1560",0.000000,0.000000
"5ad24319d7d075001a4289cd","In what year did King Hugo die?","","1560",0.000000,0.000000
"5ad24319d7d075001a4289ce","In what year did le roi Huguet die?","","1560",0.000000,0.000000
"5ad24319d7d075001a4289cf","In what year was Reguier de la Plancha born?","","1560",0.000000,0.000000
"5ad24319d7d075001a4289d0","In what year was The Cape Monthly first published?","","1560",0.000000,0.000000
"571090abb654c5140001f995","Where did Huguenots and Walloons settle in England?","Canterbury","Canterbury",1.000000,1.000000
"571090abb654c5140001f996","What house was the site of a weaving school in Canterbury?","The Weavers","The Weavers",1.000000,1.000000
"571090abb654c5140001f997","What social construct did Huguenot refugees in Canterbury practice?","economic separation","economic separation",1.000000,1.000000
"571090abb654c5140001f998","What other English towns were sites of Huguenot settlement?","Kent, particularly Sandwich, Faversham and Maidstone","Sandwich, Faversham and Maidstone",1.000000,1.000000
"571090abb654c5140001f999","What is located on the site of The Weaving House currently?","a restaurant","a restaurant",1.000000,1.000000
"5ad26c87d7d075001a429398","When was the The Weavers converted into a restaurant?","","1830",0.000000,0.000000
"5ad26c87d7d075001a429399","In which English town did the most Huguenots live?","","Canterbury",0.000000,0.000000
"5ad26c87d7d075001a42939a","In which English town did the most Walloons live?","","Canterbury",0.000000,0.000000
"5ad26c87d7d075001a42939b","What was one occupation of the native English?","","economic",0.000000,0.000000
"5ad26c87d7d075001a42939c","Which English town had the largest refugee church?","","Maidstone",0.000000,0.000000
"57109180a58dae1900cd6a40","What Irish cities had Huguenot mayors in the 1600s and 1700s?","Dublin, Cork, Youghal and Waterford","Dublin, Cork, Youghal and Waterford",1.000000,1.000000
"57109180a58dae1900cd6a41","French Church Street is in what Irish town?","Cork City","Cork City",1.000000,1.000000
"57109180a58dae1900cd6a42","Where is D'Olier Street?","Dublin","Dublin",1.000000,1.000000
"57109180a58dae1900cd6a43","D'Olier Street is named after whom?","a High Sheriff and one of the founders of the Bank of Ireland","a High Sheriff and one of the founders of the Bank of Ireland",1.000000,1.000000
"57109180a58dae1900cd6a44","The French church in Portarlington was built when?","1696","1696",1.000000,1.000000
"5ad27081d7d075001a429454","In what Irish city can few signs remain to be seen of the Huguenots?","","Cork City",0.000000,0.000000
"5ad27081d7d075001a429455","In what year was D'Olier Street built in Dublin?","","1696",0.000000,0.000000
"5ad27081d7d075001a429456","In what year was French Church Street built in Cork?","","1696",0.000000,0.000000
"5ad27081d7d075001a429457","The Huguenot District was named in Cork in what year?","","1696",0.000000,0.000000
"5ad27081d7d075001a429458","What was D'olier's first name?","","High Sheriff",0.000000,0.000000
"57109275b654c5140001f99f","What is the common term for the loss of key members of French society to Huguenot emigration?","brain drain","brain drain",1.000000,1.000000
"57109275b654c5140001f9a0","What was the name of France's primary colony in the New World?","New France","New France",1.000000,1.000000
"57109275b654c5140001f9a1","What persons were not allowed to settle in New France?","non-Catholics","non-Catholics",1.000000,1.000000
"57109275b654c5140001f9a2","The French and Indian War was the New World aspect of what European conflict?","Seven Years' War","Seven Years' War",1.000000,1.000000
"57109275b654c5140001f9a3","When did the British defeat New France?","1759-60","1759-60",1.000000,1.000000
"5ad27473d7d075001a4294e8","In what year did the French and Indian War begin?","","1759",0.000000,0.000000
"5ad27473d7d075001a4294e9","What people weren't allowed to settle in British colonies?","","non-Catholics",0.000000,0.000000
"5ad27473d7d075001a4294ea","In what year did the first Huguenots arrive in the British colonies?","","1759-60",0.000000,0.000000
"5ad27473d7d075001a4294eb","Who won the Seven Years' War?","","British",0.000000,0.000000
"571093aba58dae1900cd6a5c","What was Henry IV known as before taking the throne?","Henry of Navarre","Henry of Navarre",1.000000,1.000000
"571093aba58dae1900cd6a5d","When did Henry issue the Edict of Nantes?","1598","1598",1.000000,1.000000
"571093aba58dae1900cd6a5e","What did the Edict do for Huguenots in France?","granted the Protestants equality with Catholics","reaffirmed Catholicism as the state religion of France",0.000000,0.083333
"571093aba58dae1900cd6a5f","The edict protected Catholics by discouraging what?","the founding of new Protestant churches","the founding of new Protestant churches",1.000000,1.000000
"571093aba58dae1900cd6a60","What religion did Henry renounce upon ascending the throne?","Protestantism","Protestantism",1.000000,1.000000
"5ad248f7d7d075001a428b8c","In what year was Henry of Navarre born?","","1598",0.000000,0.000000
"5ad248f7d7d075001a428b8d","In what year was Henry of Navarre made Henry IV?","","1598",0.000000,0.000000
"5ad248f7d7d075001a428b8e","In what year did the warfare in France between Protestants and Catholics get it start?","","1598",0.000000,0.000000
"5ad248f7d7d075001a428b8f","What did the Edict of Nantes encourage in Catholic-controlled areas of France?","","new Protestant churches",0.000000,0.000000
"571094b7a58dae1900cd6a66","What was required of Huguenot children after the Edict was revoked?","education of children as Catholics","education of children as Catholics",1.000000,1.000000
"571094b7a58dae1900cd6a67","How did the revocation restrict Huguenot travel?","prohibited emigration","prohibited emigration",1.000000,1.000000
"571094b7a58dae1900cd6a68","How many Huguenots emigrated to North America as colonists?","Four thousand","Four thousand",1.000000,1.000000
"571094b7a58dae1900cd6a69","What were Huguenots who stayed in France eventually known as?",""new converts"","new converts",1.000000,1.000000
"571094b7a58dae1900cd6a6a","Besides Britain and North America, where else did Huguenot refugees settle?","Holland, Prussia, and South Africa","Holland, Prussia, and South Africa",1.000000,1.000000
"5ad24e85d7d075001a428c4e","How many French people fled to Prussia?","","hundreds of thousands",0.000000,0.000000
"5ad24e85d7d075001a428c4f","Besides England who else were particularly welcoming to those fleeing France?","","North American colonies",0.000000,0.000000
"5ad24e85d7d075001a428c50","What country was very well known for offering a Protestant education?","","Britain",0.000000,0.000000
"5ad24e85d7d075001a428c51","How many of those fleeing France went on to become doctors?","","hundreds of thousands",0.000000,0.000000
"5ad24e85d7d075001a428c52","How many Huguenots chose to stay in France?","","new converts",0.000000,0.000000
"571095a8a58dae1900cd6a76","What were the first two destinations of Huguenot emigres?","Switzerland and the Netherlands","Switzerland and the Netherlands",1.000000,1.000000
"571095a8a58dae1900cd6a77","When was the French colony in modern day Brazil founded?","1555","1555",1.000000,1.000000
"571095a8a58dae1900cd6a78","What was the Brazilian French colony called?","France Antarctique","France Antarctique",1.000000,1.000000
"571095a8a58dae1900cd6a79","In what year was Fort Coligny destroyed?","1560","1560",1.000000,1.000000
"571095a8a58dae1900cd6a7a","By what document did the Huguenots confess their faith to the Portuguese in Brazil?","the Guanabara Confession of Faith","Guanabara Confession of Faith",1.000000,1.000000
"5ad25963d7d075001a428e0c","How many Huguenots were part of the group that founded France Antarctique in 1555?","","around 500",0.000000,0.000000
"5ad25963d7d075001a428e0d","In what year was Fort Coligny built?","","1555",0.000000,0.000000
"5ad25963d7d075001a428e0e","How many were in the first wave of Huguenot's fleeing to Switzerland?","","500",0.000000,0.000000
"5ad25963d7d075001a428e0f","How many Huguenot's did the Portuguese kill for being Protestant in Guanabara?","","death sentence",0.000000,0.000000
"5710968aa58dae1900cd6a86","Families with French names in South Africa speak what language today?","Afrikaans","Afrikaans",1.000000,1.000000
"5710968aa58dae1900cd6a87","What South African industry descended from Huguenot settlers?","wine industry","wine",1.000000,1.000000
"5710968aa58dae1900cd6a88","Where can one find the formerly Huguenot farms in South Africa?","Western Cape province","Western Cape province",1.000000,1.000000
"5710968aa58dae1900cd6a89","What characteristic identifies the French ancestry of some South Africans?","surnames","surnames",1.000000,1.000000
"5ad25c69d7d075001a428ea4","What prominent South African family had a vineyard in France?","","Huguenots",0.000000,0.000000
"5ad25c69d7d075001a428ea5","What South African family had the largest vineyard in France?","","Huguenots",0.000000,0.000000
"5ad25c69d7d075001a428ea6","What prominent South African family distilled brandy and were Huguenots?","","Blignaut",0.000000,0.000000
"5ad25c69d7d075001a428ea7","What Huguenot French family had the largest brandy distilling business in South Africa?","","Franck",0.000000,0.000000
"571097baa58dae1900cd6a98","What Revolutionary War midnight rider was a Huguenot descendant?","Paul Revere","Paul Revere",1.000000,1.000000
"571097baa58dae1900cd6a99","What signer of the Articles of Confederation was descended from Huguenots?","Henry Laurens","Henry Laurens",1.000000,1.000000
"571097baa58dae1900cd6a9a","In what city is the last Huguenot congregation in the US?","Charleston, South Carolina","Charleston",1.000000,1.000000
"571097baa58dae1900cd6a9b","What church in Virginia is maintained by Huguenots as a historic shrine?","Manakin Episcopal Church","Manakin Episcopal Church",1.000000,1.000000
"571097baa58dae1900cd6a9c","In what state is the largest Huguenot Society located?","Texas","Texas",1.000000,1.000000
"5ad26586d7d075001a4291b2","In what year was the Articles of Confederation for South Carolina signed?","","1844",0.000000,0.000000
"5ad26586d7d075001a4291b3","In what year was the Huguenot Society for America founded?","","1844",0.000000,0.000000
"5ad26586d7d075001a4291b4","What is the Huguenot church in Charleston, South Carolina named?","","Manakin Episcopal Church",0.000000,0.000000
"5ad26586d7d075001a4291b5","Who owned the Cuckoo Tavern?","","Jack Jouett",0.000000,0.000000
"5ad26586d7d075001a4291b6","In what state was the Cuckoo Tavern?","","South Carolina",0.000000,0.000000
"571098f8a58dae1900cd6ab2","What industry was centered in Bedfordshire?","lace","lace",1.000000,1.000000
"571098f8a58dae1900cd6ab3","What style of lace is erroneously believed by some to have Huguenot influence?","'Bucks Point'","Bucks Point",1.000000,1.000000
"571098f8a58dae1900cd6ab4","What reference is there to Huguenot lacemakers in the 19th century?","twenty-five widows who settled in Dover","twenty-five widows who settled in Dover",1.000000,1.000000
"571098f8a58dae1900cd6ab5","When did Mechlin lace develop?","first half of the eighteenth century","first half of the eighteenth century",1.000000,1.000000
"5ad26e85d7d075001a4293f2","How many immigrant lacemakers were there in Bedfordshire?","","twenty-five",0.000000,0.000000
"5ad26e85d7d075001a4293f3","In what era was "Bucks Point" lace making developed?","","18th century",0.000000,0.000000
"5ad26e85d7d075001a4293f4","How many Huguenots settled in Bedfordshire?","","twenty-five",0.000000,0.000000
"5ad26e85d7d075001a4293f5","What was Dover the main British center of at the time?","","Bedfordshire",0.000000,0.000000
"571099b2b654c5140001f9b3","What were the two Huguenot neighborhoods created in Berlin?","Dorotheenstadt and Friedrichstadt","Dorotheenstadt and Friedrichstadt",1.000000,1.000000
"571099b2b654c5140001f9b4","What portion of Berlin's population spoke French by 1700?","one-fifth","one-fifth",1.000000,1.000000
"571099b2b654c5140001f9b5","Why did Berlin Huguenots switch to German from French in their services?","in protest against the occupation of Prussia by Napoleon","protest against the occupation of Prussia by Napoleon",0.000000,0.933333
"571099b2b654c5140001f9b6","What years did this occupation take place?","1806-07","1806-07",1.000000,1.000000
"571099b2b654c5140001f9b7","What other Northern European cities had Huguenot congregations?","Fredericia (Denmark), Berlin, Stockholm, Hamburg, Frankfurt, Helsinki, and Emden","Berlin, Stockholm, Hamburg, Frankfurt, Helsinki, and Emden",0.000000,0.875000
"5ad27294d7d075001a42949a","In what year did Napoleon come to power in France?","","1806-07",0.000000,0.000000
"5ad27294d7d075001a42949b","What neighborhood did Huguenots establish in Stockholm?","","Friedrichstadt",0.000000,0.000000
"5ad27294d7d075001a42949c","What neighborhood did Huguenots create in Hamburg?","","Friedrichstadt",0.000000,0.000000
"5ad27294d7d075001a42949d","When did Huguenots first arrive in Helsinki?","","1700",0.000000,0.000000
"5ad27294d7d075001a42949e","How much of Helsinki's population spoke French as of 1700?","","one-fifth",0.000000,0.000000
"5710e8c8a58dae1900cd6b26","Which central European country had a Calvinist ruler?","Prussia","Prussia",1.000000,1.000000
"5710e8c8a58dae1900cd6b27","After Huguenots fled France, their last remaining bastion was where?","Cévennes","Cévennes region",0.000000,0.666667
"5710e8c8a58dae1900cd6b28","What did the 18th century Huguenot group call themselves?","Camisards","Camisards",1.000000,1.000000
"5710e8c8a58dae1900cd6b29","Against whom did the Camisards rise up to fight?","the Catholic Church in the region","the Catholic Church",1.000000,1.000000
"5710e8c8a58dae1900cd6b2a","French troops put down the Camisard uprisings between what years?","1702 and 1709","1702 and 1709",1.000000,1.000000
"5ad24f27d7d075001a428c88","In what year did Frederick William of Prussia become the Great Elector?","","Prussia",0.000000,0.000000
"5ad24f27d7d075001a428c89","How many Huguenots fled to England?","","200,000 to 1,000,000",0.000000,0.000000
"5ad24f27d7d075001a428c8a","How many people did Prussia lose due to war?","","200,000 to 1,000,000",0.000000,0.000000
"5ad24f27d7d075001a428c8b","When did the fighting stop in Prussia?","","1709",0.000000,0.000000
"5ad24f27d7d075001a428c8c","In what year did the Camisards organize as a regional group in southern France?","","1702",0.000000,0.000000
"5710e9f8a58dae1900cd6b30","There was a 16th century Huguenot settlement near what modern day Florida city?","Jacksonville","Jacksonville",1.000000,1.000000
"5710e9f8a58dae1900cd6b31","Who was the leader who established the colony at Florida?","Jean Ribault","Jean Ribault",1.000000,1.000000
"5710e9f8a58dae1900cd6b32","What was the name of the Florida Huguenot colony?","Fort Caroline","Fort Caroline",1.000000,1.000000
"5710e9f8a58dae1900cd6b33","Which army attacked and destroyed this colony?","Spanish","Pedro Menendez",0.000000,0.000000
"5710e9f8a58dae1900cd6b34","When was the colony destroyed?","1565","September 1565",0.000000,0.666667
"5ad25aa1d7d075001a428e40","In what year was Jean Ribault born?","","1564",0.000000,0.000000
"5ad25aa1d7d075001a428e41","How many Huguenots did Pedro Menendez have murdered  at  St Augustine?","","Hundreds",0.000000,0.000000
"5ad25aa1d7d075001a428e42","How many Huguenots were there in Fort Caroline?","","Hundreds",0.000000,0.000000
