qid,question,gold,pred,scorex,scorey,score,null_odds
5728d5793acd2414000dffb7,How was the civil disobedience shown in Antigone?,obey her conscience rather than human law,One of the oldest,0.0,0.0,0,-3.367668628692627
5728d63c4b864d1900164f1a,What was the principle shown in The Mark of Anarchy?,principle of nonviolent protest,nonviolent protest,1.0,1.0,0,-1.754786133766174
5728d63c4b864d1900164f1c,What was Ghandi's work called?,doctrine of Satyagraha,Masque of Anarchy,0.0,0.333333,0,-3.116368532180786
572726c9708984140094da7b,Vice President Agnew describes Civil disobedience in what activities?,"muggers, arsonists, draft evaders, campaign hecklers, campus militants, anti-war demonstrators, juvenile delinquents and political assassins","muggers, arsonists, draft evaders, campaign hecklers, campus militants, anti-war demonstrators, juvenile delinquents and political assassins",1.0,1.0,1,-2.849734306335449
572726c9708984140094da7c,Civil disobedience has been argued in more recent times to have suffered from what?,ambiguity,ambiguity,1.0,1.0,1,-3.973521947860717
5728d6f02ca10214002da911,Who gave a negative connotation to civil disobedience in recent history?,Vice President Agnew,Marshall Cohen,1.0,1.0,1,-3.505552768707275
5728d6f02ca10214002da912,What issue has been plaguing the civil disobedience movement.,ambiguity,ambiguity,1.0,1.0,1,-3.406268835067749
5a664612c2b11c001a425f0a,What had happened to Vice President Agnew's status in modern times?,,it has become a code-word,0.0,0.0,1,-2.021553993225097
572807802ca10214002d9bf9,Le Grande also wrote that defining the term civil disobedience so difficult it could be described as? ,impossible,impossible,1.0,1.0,1,-3.363101243972778
572807802ca10214002d9bfa,Le grand asks for a variance of what three terms?,"lawful protest demonstration, nonviolent civil disobedience, and violent civil disobedience","lawful protest demonstration, nonviolent civil disobedience, and violent civil disobedience",1.0,1.0,0,-2.499793767929077
572807802ca10214002d9bfc,Le grand concludes that an author's words offer only what they intended for them to imply regarding this type of terminology?,specific,no more (or no less) meaning,0.0,0.0,0,-4.274227619171143
5728d7c54b864d1900164f4d,How much literature has been written regarding civil disobedience?,voluminous literature,voluminous,1.0,1.0,0,-2.177524328231811
5728d7c54b864d1900164f50,What type of civil disobedience is accompanied by aggression?,violent civil disobedience,violent civil disobedience,1.0,1.0,1,-3.693390130996704
57280f974b864d1900164370,If the head of government refuses to enforce a decision of the highest court what terminology could be used?,constitutional impasse,Civil disobedience,0.0,0.0,0,-3.020209789276123
57280f974b864d1900164372,How is civil disobedience typically defined in connection of the citizen's?,to the state and its laws,laws,0.0,0.333333,0,-1.440696239471435
57280f974b864d1900164374,Constitutional impasse is distinct from what key term? ,Civil disobedience,Civil disobedience,1.0,1.0,0,-2.109153747558593
5728d9403acd2414000e001d,What type of person can not be attributed civil disobedience?,head of government,private citizen,0.0,0.0,0,-0.18888945877552002
572812e74b864d19001643cf,What was Thoreau's punishment for not paying his taxes?,imprisonment,Resign,0.0,0.0,0,-2.029530048370361
572812e74b864d19001643d0,Thoreau argues that usually majority rules but their views collectively are sometimes?,not necessarily right,The majority may be powerful but it is not necessarily right,0.0,0.461538,0,-2.610344886779785
572812e74b864d19001643d2,Thoreau mentions what type of person could corrupt a government system?,elite politicians,elite politicians,1.0,1.0,1,-3.379933357238769
5728dafe3acd2414000e005e,Who is to blame for acting unjustly?,individuals,individuals,1.0,1.0,1,-3.350875377655029
5728dafe3acd2414000e0061,What did Thoreau claim about the majority?,not necessarily right,The majority may be powerful but it is not necessarily right,1.0,1.0,1,-3.9160444736480713
5728151b4b864d190016442a,Brownlee justifies civil disobedience toward what branch of the government?,legal system,governmental entities,0.0,0.0,0,-0.43494361639022805
5728151b4b864d190016442b,Browlee also applies that civil disobedience is okay regarding?,international organizations and foreign governments,opposition to the decisions of non-governmental agencies,0.0,0.6,0,-1.106625080108642
5728dc2d3acd2414000e0081,What reason is given that you should also protest public companies?,a larger challenge to the legal system,a larger challenge to the legal system that permits those decisions to be taken,0.0,0.956522,0,-0.7977917790412901
5728dc2d3acd2414000e0083,What public entity of learning is often target of civil disobedience?,universities,governmental,0.0,0.0,0,-4.277451992034912
5a665338846392001a1e1ac7,Who believed that civil disobedience should only be used against governmental entities?,,Brownlee,0.0,0.0,0,-4.464052677154541
5a665338846392001a1e1aca,In what other way can disobedience be applied to international organizations and governments?,,protest,0.0,0.0,1,-2.6017649173736572
572818f54b864d190016446d,Stephen Eilmann asks why show public civil disobedience instead what is a better idea?,covert lawbreaking,if it is necessary to disobey rules that conflict with morality,0.0,0.0,0,-4.31355619430542
572818f54b864d190016446e,Stephen Eilmann demonstrates covert law breaking in Nazi Germany.   Citizen's illegally had been doing what? ,hiding a Jew in their house,hiding a Jew in their house,1.0,1.0,0,-1.830914378166198
572818f54b864d190016446f,Stephen Eildmann cites the oldest known example of civil disobedience in what part of the bible? ,(Exodus 1: 15-19),Book of Exodus,1.0,1.0,1,-4.288424968719482
5728dddc2ca10214002da9d2,What must be done to make non public lawbreaking acknowledged as civil disobedience?,must be publicly announced,publicly announced,1.0,1.0,1,-2.8685169219970703
5728dddc2ca10214002da9d4,What is sometimes more effective than civil disobedience at times?,fabricating evidence or committing perjury,assisting in fabricating evidence or committing perjury,1.0,1.0,1,-3.530602931976318
5728dddc2ca10214002da9d5,What dilemma is a good example of moral civil disobedience?,the dilemma faced by German citizens,Hitler's secret police demanded to know if they were hiding a Jew in their house,0.0,0.903226,0,-1.049762964248657
5728dddc2ca10214002da9d6,What book of the Bible discusses civil disobedience?,Book of Exodus,Book of Exodus,1.0,1.0,1,-4.760760307312012
57281c594b864d19001644a2,Cristian Bay's encyclopedia concludes that civil disobedience does not only include what behavior?,non-violence,non-violent,1.0,1.0,1,-3.047803163528442
57281c594b864d19001644a4,What other terminology is considered much more destructive?,civil rebellion,rebellion,1.0,1.0,1,-2.7978570461273193
57281c594b864d19001644a6,Debates about civil disobedience include or exclude what major practice? ,violence,non-violent,1.0,1.0,1,-4.194520950317383
5728df634b864d1900164fe4,What is one result of civil rebellion?,destructive,destructive,1.0,1.0,1,-3.610482454299926
5728df634b864d1900164fe6,Why is it preferred that civil disobedience is non violent?,help preserve society's tolerance of civil disobedience,to help preserve society's tolerance of civil disobedience,0.0,0.933333,0,-3.008244037628174
5a665747846392001a1e1aed,What is the result of rebellion according to Black's Law Dictionary?,,destructive,0.0,0.0,0,-3.517857551574707
5728202c4b864d19001644ed,What group of people performed revolutionary civil disobedience toward the Austrian government?,Hungarians,Hungarians,1.0,1.0,1,-4.09063196182251
5728202c4b864d19001644ef,Revolutionary civil disobedience towards culture is highlighted by example of who? ,Gandhi's,Gandhi,1.0,1.0,1,-3.149683475494384
5728202c4b864d19001644f0,What other topics can Civil disobedience pertain to?,"cultural traditions, social customs, religious beliefs","change cultural traditions, social customs, religious beliefs",0.0,0.933333,0,-2.87737226486206
5728e07e3acd2414000e00e9,What is a simple form of civil disobedience?,disobedience of laws,Non-revolutionary civil disobedience,1.0,1.0,0,-2.359597206115722
5728e07e3acd2414000e00ec,What type of civil disobedience is larger scale?,Revolutionary civil disobedience,Revolutionary,1.0,1.0,0,-2.22650146484375
5a665870846392001a1e1af3,What does non-revolutionary civil disobedience want to overthrow?,,laws,0.0,0.0,1,-0.37309008836746205
572822233acd2414000df555,When did the earliest examples of civil disobedience as a whole occur?,during the Roman Empire,during the Roman Empire,1.0,1.0,0,-2.587612628936767
5728e3c33acd2414000e0131,When is the oldest recorded incident of civil disobedience?,during the Roman Empire,during the Roman Empire,1.0,1.0,1,-4.716394424438477
5728e3c33acd2414000e0132,What was the goal of this Roman disobedience?,prevent the installation of pagan images,prevent the installation of pagan images,1.0,1.0,1,-4.9805779457092285
5728e3c33acd2414000e0134,What is the civil disobedience called where people refuse to be released?,jail solidarity,jail solidarity,1.0,1.0,0,-1.961733341217041
5728e3c33acd2414000e0135,How long did it take for Thoreau's disobedience to be known?,until after the end of the Mexican War,after the end of the Mexican War,1.0,1.0,0,-1.990505456924438
5728e5224b864d1900165033,What is an example of illegal disobedience?,trespassing at a nuclear-missile installation,trespassing at a nuclear-missile installation,1.0,1.0,1,-3.200546503067016
5a665b56846392001a1e1b1d,How long did Julia Butterfly Hill live near a nuclear-missile installation?,,738 days,0.0,0.0,1,-1.514593243598938
5728e5f43acd2414000e0171,What is one criminal behavior that is hard to stop by authorities?,pure speech,pure speech,1.0,1.0,1,-3.940273523330688
5728e5f43acd2414000e0172,What is one way to use pure speech to reach as much people as possible to protest?,broadcasting,criminalized behavior,0.0,0.0,0,-1.422025322914123
5728e5f43acd2414000e0173,How can you protest against the government in an individual way?,Threatening government officials,engaging in the forbidden speech,1.0,1.0,1,-4.363485813140869
5728e5f43acd2414000e0174,What is one way of digital civil disobedience that can have far reaching consequences?,sending an email,engaging in the forbidden speech,0.0,0.0,0,-2.910673856735229
5a666b43846392001a1e1c12,What court case was eventually the result of Joseph Haas sending and e-mail to the New Hampshire city council?,,FCC v. Pacifica Foundation,0.0,0.0,1,-2.256135702133178
57282dfb4b864d190016466a,Name the other way that the Plowshares organization temporarily closed?,using sickles to deflate one of the large domes covering two satellite dishes,GCSB Waihopai,0.0,0.0,0,-3.717779874801635
5728e715ff5b5019007da914,What is a type of disobedience against the federal government?,refusals to pay taxes,sit-ins,0.0,0.0,0,-1.275315880775451
5728e715ff5b5019007da916,What side effect of these type of protests is unfortunate?,coercion,make it more difficult for a system to function,1.0,1.0,1,-4.032927989959717
5728e8212ca10214002daa6c,What type of government investigations apply to civil disobedience?,criminal investigations,criminal,1.0,1.0,1,-3.075741529464721
5728e8212ca10214002daa6e,What should be avoided when talking to authorities?,suspect's talking to criminal investigators,ruder and more impetuous thought or speech,0.0,0.0,0,-3.575869083404541
5728e8212ca10214002daa6f,What reasons cause failure of the disobedience with authorities?,"lack of understanding of the legal ramifications,","lack of understanding of the legal ramifications, or due to a fear of seeming rude",1.0,1.0,0,-1.1549973487854
5728e8212ca10214002daa70,Why do some people purposely resist officers of the law?,use the arrest as an opportunity,"lack of understanding of the legal ramifications, or due to a fear of seeming rude",0.0,0.125,0,-1.641974925994873
5728eb1a3acd2414000e01c6,Why is the need for acceptance of punishment needed?,validity of the social contract,their belief in the validity of the social contract,1.0,1.0,0,-2.356560468673706
5728eb1a3acd2414000e01c8,What is the group called that does not agree with government at all?,anarchists,anarchists,1.0,1.0,1,-3.106443405151367
5728eb1a3acd2414000e01c9,Anarchists do not want to accept punishment for what reason?,does not infringe the rights of others,a violation of criminal law that does not infringe the rights of others,1.0,1.0,1,-4.477363109588623
5a668632f038b7001ab0bf46,"While anarchists favor government, what don't they believe in?",,legitimacy,0.0,0.0,0,-3.163583517074585
5728ebcb3acd2414000e01dc,Which reason is given sometimes to plead not guilty involving these matters?,Guilt implies wrong-doing,Guilt implies wrong-doing,1.0,1.0,1,-3.7479348182678223
5728ec6a4b864d19001650ab,What was the civil disobedience performed at the test site?,tempted to enter the test site,Non-Violent Action,0.0,0.0,0,-4.393030643463135
5a668b33f038b7001ab0bf92,How many missles were at the nuclear test site?,,13,0.0,0.0,1,-1.609605312347412
5728ed94ff5b5019007da97c,Why do some people chose to go to jail for their disobedience?,a way of continuing their protest,"as a way of continuing their protest, as a way of reminding their countrymen of injustice",0.0,0.526316,0,-4.197990417480469
5a668d4ef038b7001ab0bfc2,What does Howard Zinn believe should be removed?,,neo-conservative insistence on a guilty plea,0.0,0.0,0,-4.729381084442139
5a668d4ef038b7001ab0bfc3,What does following the rules help to preserve with a protest?,,spirit of protest,0.0,0.0,0,-2.866286516189575
5728eef92ca10214002daab0,What type of punishment is sometimes offered to civil disobedients?,plea bargain,plea bargain,1.0,1.0,1,-4.712526798248291
5728eef92ca10214002daab1,What is usually the goal of taking a plea bargain?,no jail time,solidarity,0.0,0.0,0,-1.839375257492065
5a668ef8f038b7001ab0bfdc,What did the prosecution propose in Ghandi's trial?,,plea bargain,0.0,0.0,0,-4.41906213760376
5a668ef8f038b7001ab0bfdd,What group decided to enter a blind plea without any jailtime?,,activists,0.0,0.0,1,-1.289978146553039
5a668ef8f038b7001ab0bfe0,How did the Camden 28 describe their actions to the court?,,the defendants were offered an opportunity to plead guilty to one misdemeanor count and receive no jail time,0.0,0.0,0,-3.935735702514648
5728f50baf94a219006a9e55,What way do some people perform civil disobedience in a constructive way?,defiant speech,"defiant speech, or a speech explaining their actions",0.0,0.44444399999999995,0,-0.496800690889358
5728f50baf94a219006a9e56,Why would one want to give a speech?,explaining their actions,mistreatment from government officials,0.0,0.0,0,-2.73595380783081
5728f50baf94a219006a9e58,Why would one want to give more punishment?,likelihood of repeating,"an attempt to avoid responsibility for her actions, and even a likelihood of repeating her illegal actions",0.0,0.571429,0,-2.410896778106689
5a66938ff038b7001ab0bffc,"In the US v. Burgos-Andujar, why was a member of the Navy's sentence increased?",,the ones who are violating the greater law,0.0,0.0,0,-4.54652738571167
5728facd4b864d1900165170,What is the primary goal of pleading not guilty when arrested for Civil Disobedience?,acquittal and avoid imprisonment,win an acquittal and avoid imprisonment or a fine,1.0,1.0,0,-2.326694011688232
5a66978af038b7001ab0c029,What kind of press coverage is there when defendants plead not guilty?,,reduced,0.0,0.0,1,-1.245815515518188
5a66978af038b7001ab0c02a,What is the main goal of trying to get jury nullification during trial?,,win an acquittal and avoid imprisonment or a fine,0.0,0.0,0,-2.796734094619751
5728fb6a1d04691400778ef6,Why should disobedience by the general public be avoided?,neither conscientious nor of social benefit,neither conscientious nor of social benefit,1.0,1.0,1,-3.5417933464050293
5728fb6a1d04691400778ef7,What is one main reason that civil disobedience is not recognized?,breaking the law for self-gratification,breaking the law for self-gratification,1.0,1.0,1,-3.477141380310058
5728fb6a1d04691400778ef9,For what reason would someone avoid crimes while protesting?,avoiding attribution,"avoiding attribution, or by denying having committed the crime, or by fleeing the jurisdiction",0.0,0.28571399999999997,0,-1.027523279190063
5728fc9e1d04691400778f13,What US war caused a high amount of civil disobedience?,Vietnam War,Vietnam War,1.0,1.0,1,-4.057214736938477
5728fc9e1d04691400778f15,Why are people who distribute leaflets inside courthouses not been arrested?,the leaflets will have to be given to the leafleter's own jury as evidence,prosecutors,0.0,0.0,0,-4.408295154571533
5a66a156f038b7001ab0c072,What does indirect civil disobedience protest a law by doing?,,violating a law,0.0,0.0,0,-4.102452754974365
5a66a156f038b7001ab0c076,"If he was arrested, what would happen to the leaflets that were handed out by Carter Wentworth in court",,the leaflets will have to be given to the leafleter's own jury as evidence,0.0,0.0,0,-3.846547365188598
5728fd3c3f37b31900477f2b,What is the main goal of criminal punishment of civil disobedients?,incapacitation,achieving crime control,1.0,1.0,1,-3.646448850631714
5728fd3c3f37b31900477f2f,What should the punishment rely on instead in a just society?,moral reasons to follow this law,utilitarian grounds,0.0,0.0,0,-3.199597597122192
5a66a55af038b7001ab0c07f,What is the most important thing when deciding if a law is moral?,,whether it would do more harm than good,0.0,0.0,1,-2.698258638381958
